Sample_ID,Province,City,Date_Collected,Water_Source,Pollutant_Type,Pollutant_Level_mg_L,Safe_Limit_mg_L,Exceeds_Limit,pH_Level,Temperature_C,Turbidity_NTU,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,Treatment_Status,Agency_Responsible,Latitude,Longitude,Sampling_Depth_m,Comments
SMP101285,British Columbia,Donnachester,2024-02-27,Groundwater,Oil,39.05,29.88,True,8.36,5.7,31.17,351.13,8.69,Partially Treated,EnviroCan,49.780994,-99.835568,5.9,Charge letter hand interview writer.
SMP101286,Ontario,Beckchester,2023-06-17,Coastal,Phosphate,0.97,4.42,False,5.75,17.6,78.64,439.6,6.75,Partially Treated,HydroWatch,44.757273,-107.103463,9.4,Fight imagine adult style building.
SMP101287,Manitoba,Lake Thomaston,2025-03-19,River,Pathogens,12.08,7.37,True,6.45,10.2,95.25,611.04,7.94,Untreated,EnviroCan,55.944283,-106.420856,4.65,Tough together officer thank.
SMP101288,Nova Scotia,Daviston,2022-11-28,River,Chlorine,16.22,11.04,True,8.41,2.3,41.46,622.19,2.36,Partially Treated,WaterSafe Canada,45.77143,-66.556751,8.77,Appear class body order.
SMP101289,Newfoundland and Labrador,East Lori,2025-01-29,Lake,Lead,28.55,21.96,True,6.45,5.3,15.2,1843.28,6.35,Partially Treated,EnviroCan,43.779285,-58.939235,5.58,Enough program society rise write answer movement maybe.
SMP101290,Newfoundland and Labrador,Bullockmouth,2022-08-08,River,Lead,8.21,14.22,False,6.77,12.9,14.82,575.81,11.36,Untreated,WaterSafe Canada,53.546816,-129.711682,9.45,How represent own nearly rise police source.
SMP101291,Quebec,Batesport,2022-11-14,River,Lead,13.18,23.49,False,8.65,20.1,75.84,937.75,4.87,Treated,CleanH2O Org,55.093492,-82.532421,6.54,Whom majority knowledge local name glass identify involve.
SMP101292,Manitoba,New Ronald,2023-08-16,Reservoir,Pesticides,36.66,17.56,True,6.79,13.6,50.91,1968.47,13.63,Partially Treated,CleanH2O Org,48.125116,-97.839384,1.96,Maybe old check not floor card close girl.
SMP101293,Nova Scotia,Lake Stephanieside,2022-06-21,River,Mercury,29.34,2.21,True,6.66,3.0,13.21,1273.51,10.86,Untreated,EnviroCan,43.744877,-70.736214,3.84,Apply policy education author away.
SMP101294,Nova Scotia,New Tonyaborough,2023-12-26,Coastal,Chlorine,1.99,8.2,False,6.14,25.0,33.87,799.97,3.59,Untreated,CleanH2O Org,51.51803,-118.779622,4.82,Floor nor television question minute.
SMP101295,British Columbia,East Joshuabury,2023-03-30,Groundwater,Pathogens,12.52,28.27,False,7.26,27.2,49.94,1077.64,11.34,Untreated,WaterSafe Canada,46.181539,-135.040799,7.99,City goal score.
SMP101296,New Brunswick,Michaelview,2023-04-12,Groundwater,Oil,3.98,5.12,False,8.35,21.0,64.92,1072.15,12.71,Treated,WaterSafe Canada,55.807877,-109.61897,9.24,Whole wish window speak difficult develop month more.
SMP101297,Ontario,Port Anna,2025-01-21,Reservoir,Phosphate,3.23,11.37,False,8.82,18.0,38.34,119.83,3.51,Treated,WaterSafe Canada,47.862692,-128.579968,7.19,Thus long religious reduce include.
SMP101298,Ontario,Lake Nancyview,2023-01-26,Groundwater,Pathogens,21.67,7.14,True,8.11,20.7,10.08,1435.92,9.95,Treated,CleanH2O Org,58.632045,-96.077424,5.21,Herself until decision role eat.
SMP101299,Prince Edward Island,Johnsonside,2024-05-10,Reservoir,Lead,49.7,14.72,True,5.34,19.9,49.23,1803.64,5.77,Untreated,HydroWatch,43.180924,-68.814224,8.71,House learn team man.
SMP101300,Quebec,Leeburgh,2024-07-25,Reservoir,Phosphate,18.08,20.46,False,8.82,5.6,96.23,1956.16,2.67,Partially Treated,HydroWatch,53.43235,-61.104616,2.33,Remember final everything act research technology create gun.
SMP101301,Newfoundland and Labrador,West Davebury,2025-03-14,River,Oil,0.57,1.44,False,6.66,23.8,73.93,980.97,11.88,Partially Treated,WaterSafe Canada,53.490278,-139.995423,8.21,Consider hold sound drug beyond.
SMP101302,British Columbia,Lake Angela,2022-09-11,Coastal,Chlorine,6.87,11.49,False,8.05,10.7,7.82,1347.96,13.14,Untreated,CleanH2O Org,45.220582,-113.510396,7.83,Country minute agree affect well where.
SMP101303,Quebec,South Rebecca,2024-06-08,River,Lead,26.41,16.08,True,5.26,16.2,49.43,1256.63,2.1,Treated,HydroWatch,45.960562,-115.830797,8.1,Technology force do light account health.
SMP101304,Quebec,Lake Heather,2022-10-30,Coastal,Mercury,2.38,0.78,True,6.75,1.7,51.27,217.28,2.13,Partially Treated,HydroWatch,51.644582,-62.820949,8.22,School continue population blue.
SMP101305,Saskatchewan,Salinaschester,2022-11-11,River,Pathogens,38.03,14.82,True,7.0,19.1,2.0,1026.31,5.43,Untreated,EnviroCan,49.876154,-99.272655,6.26,Bank ten cost current indeed.
SMP101306,Quebec,West Normaview,2024-07-07,Reservoir,Microplastics,12.09,14.25,False,8.58,29.6,74.6,1414.22,6.92,Partially Treated,EnviroCan,46.564938,-133.69207,9.35,Once record almost exist us why show world.
SMP101307,Newfoundland and Labrador,Millerland,2024-07-22,Coastal,Nitrate,16.56,17.41,False,5.29,13.8,5.03,1350.65,11.89,Treated,WaterSafe Canada,55.884237,-126.079714,7.07,Side first song on.
SMP101308,Saskatchewan,East Carlton,2024-06-29,Lake,Lead,12.85,25.25,False,8.15,8.4,59.68,1949.09,7.44,Untreated,EnviroCan,48.687007,-69.792194,6.55,Movement deep market sense forward nor room.
SMP101309,Ontario,Wendyland,2023-08-16,Coastal,Phosphate,27.21,27.18,True,6.87,12.9,60.59,967.71,9.46,Treated,HydroWatch,47.162212,-72.891009,0.49,Within it trip respond.
SMP101310,British Columbia,Patrickbury,2024-01-22,River,Oil,8.07,29.29,False,8.61,16.9,61.54,196.24,2.57,Partially Treated,HydroWatch,44.486779,-128.11332,7.41,Either charge share over.
SMP101311,British Columbia,Port Stevenshire,2022-12-10,River,Microplastics,27.6,25.59,True,5.44,14.6,76.92,215.27,2.93,Treated,HydroWatch,52.360796,-112.061533,9.99,Cold could score without.
SMP101312,Ontario,Shorthaven,2025-02-04,River,Oil,14.79,4.15,True,5.54,19.4,88.28,1109.79,9.47,Untreated,EnviroCan,46.141537,-79.974291,8.56,Wish knowledge bad summer interview remain drive.
SMP101313,Manitoba,Port Jonathan,2022-09-26,Groundwater,Phosphate,24.16,22.85,True,6.07,6.1,58.06,1242.88,4.33,Partially Treated,WaterSafe Canada,49.889521,-90.315553,2.8,Girl consider young theory hot resource.
SMP101314,British Columbia,South Jennifer,2024-06-15,Lake,Mercury,17.23,17.57,False,8.27,3.6,72.64,254.39,2.6,Treated,WaterSafe Canada,47.94808,-79.333437,7.99,New like free also team teach wind trial.
SMP101315,Saskatchewan,Howardhaven,2025-03-30,Groundwater,Mercury,11.77,16.35,False,8.5,11.0,2.04,1967.12,8.91,Untreated,WaterSafe Canada,46.707811,-80.652869,1.94,Happen letter behavior bad contain also gun.
SMP101316,Alberta,West Marcus,2022-12-21,Groundwater,Oil,46.48,12.48,True,5.62,14.5,14.05,1219.56,10.17,Untreated,CleanH2O Org,46.953037,-82.040982,2.4,Leader analysis especially.
SMP101317,Alberta,South Edward,2022-11-05,Reservoir,Chlorine,24.48,17.81,True,7.03,29.2,59.66,1099.43,3.17,Untreated,EnviroCan,59.981754,-66.793811,5.24,Treat far north analysis.
SMP101318,Nova Scotia,Holdenburgh,2024-07-02,Groundwater,Pesticides,3.92,3.32,True,7.78,22.6,58.83,1350.57,6.11,Treated,HydroWatch,50.24622,-105.56253,6.74,Shake range ask family say know.
SMP101319,New Brunswick,Fergusonland,2024-03-16,Coastal,Chlorine,19.08,3.36,True,7.26,2.5,60.7,636.82,11.71,Partially Treated,HydroWatch,46.731392,-73.617216,1.63,Start happy watch actually shoulder her believe.
SMP101320,Alberta,Joshuaton,2025-02-20,Lake,Phosphate,43.64,6.29,True,5.58,9.9,21.74,1943.01,3.23,Partially Treated,EnviroCan,54.079164,-85.274128,9.57,Forward myself exactly long decade.
SMP101321,Manitoba,Farmerview,2023-07-25,Lake,Chlorine,15.25,27.04,False,7.04,10.7,75.18,555.58,12.11,Untreated,CleanH2O Org,50.423219,-115.695489,9.23,Push its doctor wall second part society.
SMP101322,Prince Edward Island,Donovanville,2023-07-28,Reservoir,Pesticides,47.11,12.75,True,5.76,9.4,73.97,1624.58,7.95,Treated,HydroWatch,58.986883,-55.670044,2.96,Environment most situation cup fast although arm.
SMP101323,Alberta,Andrewstad,2022-12-11,Reservoir,Phosphate,40.32,11.19,True,6.76,13.3,57.45,469.22,8.66,Partially Treated,EnviroCan,51.327278,-111.259911,9.6,Really picture into.
SMP101324,Ontario,Jasonhaven,2024-10-25,River,Phosphate,15.18,16.04,False,7.02,14.2,21.43,1514.24,3.4,Untreated,WaterSafe Canada,57.953133,-137.288994,1.92,Sea really television cell after.
SMP101325,Manitoba,West Jason,2023-12-08,Reservoir,Pathogens,20.78,15.47,True,8.91,24.2,9.13,1235.27,13.1,Partially Treated,CleanH2O Org,44.580463,-85.44639,9.14,Form article moment item director.
SMP101326,Ontario,Ryanbury,2023-03-20,River,Pathogens,37.12,16.33,True,5.63,25.8,55.53,976.98,3.68,Treated,EnviroCan,51.474343,-113.487079,5.75,Number performance marriage public table fear book cold.
SMP101327,British Columbia,Johnsland,2023-12-15,Reservoir,Pathogens,14.56,25.92,False,8.1,26.6,4.33,1009.84,6.71,Untreated,EnviroCan,51.875806,-59.621699,4.87,Into factor charge our.
SMP101328,Nova Scotia,Jessicashire,2023-11-16,Lake,Phosphate,38.46,12.41,True,5.52,9.4,91.68,679.98,9.68,Treated,WaterSafe Canada,53.647147,-76.475132,8.2,Common oil bank company happy which idea.
SMP101329,Newfoundland and Labrador,South Pamelastad,2023-02-25,Groundwater,Pesticides,26.55,15.46,True,7.19,3.4,3.02,439.02,6.95,Treated,WaterSafe Canada,56.079222,-74.60996,9.29,Finish sell hold ball.
SMP101330,British Columbia,Terryton,2024-06-10,Coastal,Nitrate,34.35,20.1,True,7.84,8.0,83.64,1620.58,4.74,Partially Treated,EnviroCan,54.007764,-126.331371,0.1,Already turn consider character test two.
SMP101331,New Brunswick,Susanborough,2023-11-08,Groundwater,Microplastics,9.85,7.47,True,7.29,23.2,26.1,257.84,2.14,Treated,CleanH2O Org,55.070205,-61.417147,9.68,Music century hope certainly executive generation these although.
SMP101332,Newfoundland and Labrador,Maciasborough,2023-07-21,Lake,Mercury,0.34,21.18,False,5.19,10.9,35.03,1962.98,13.78,Untreated,WaterSafe Canada,57.326617,-131.070589,9.12,These rest keep meet.
SMP101333,New Brunswick,Port Cynthia,2022-11-27,Lake,Mercury,28.69,23.79,True,6.75,2.8,22.85,93.73,12.97,Untreated,EnviroCan,55.011005,-106.211377,5.6,Story most term table recent officer.
SMP101334,Manitoba,New Stephanie,2024-06-17,Groundwater,Pathogens,37.18,20.24,True,5.93,13.3,73.87,685.2,5.25,Untreated,HydroWatch,54.026789,-90.19653,7.23,Respond practice business move break air behavior network.
SMP101335,Quebec,Lake George,2023-02-27,Reservoir,Microplastics,44.4,9.49,True,6.5,2.0,9.96,276.56,11.12,Partially Treated,WaterSafe Canada,55.041994,-53.215451,2.86,Future wide one success wall deal.
SMP101336,Saskatchewan,West Ethan,2022-05-20,Coastal,Pathogens,32.8,22.07,True,7.57,26.5,42.22,1311.54,6.45,Untreated,HydroWatch,44.031904,-59.440313,3.46,Kitchen serve order almost gas every.
SMP101337,Nova Scotia,West Paul,2023-05-25,River,Oil,23.86,19.62,True,7.34,12.7,15.09,1388.1,2.82,Treated,EnviroCan,56.908462,-139.874517,0.91,Deal sea far professor technology building one ask.
SMP101338,Ontario,South Norma,2022-10-22,Lake,Microplastics,28.66,7.25,True,6.46,27.8,11.79,1216.27,7.77,Treated,HydroWatch,52.85191,-135.186226,9.32,Sing artist structure already black though coach.
SMP101339,Ontario,East Stephenburgh,2025-03-23,Reservoir,Microplastics,16.67,11.16,True,5.66,28.9,21.84,1461.56,8.14,Untreated,EnviroCan,46.46468,-60.016846,4.3,Community issue camera artist room great.
SMP101340,Alberta,Lake Susanberg,2024-02-14,Reservoir,Oil,38.6,14.21,True,8.76,7.9,69.54,981.53,2.27,Partially Treated,WaterSafe Canada,56.798879,-119.980795,0.79,We late security so.
SMP101341,Ontario,Port Jamesview,2023-03-23,Reservoir,Pesticides,15.33,17.97,False,5.31,5.6,12.36,1372.83,9.77,Treated,HydroWatch,57.520751,-57.295021,2.63,Scientist at sure kid explain several.
SMP101342,Ontario,Keithborough,2025-01-08,Reservoir,Pesticides,19.06,18.02,True,8.82,15.9,91.06,1247.95,9.74,Treated,EnviroCan,44.936746,-124.65882,1.96,Line sport the bill fire administration.
SMP101343,Quebec,North Brucetown,2023-02-03,Reservoir,Microplastics,20.3,15.98,True,6.15,11.5,90.84,1465.54,12.34,Untreated,EnviroCan,59.944512,-137.296096,7.75,Almost second green those old.
SMP101344,Manitoba,New Lisabury,2022-06-09,River,Nitrate,30.91,25.66,True,7.16,21.4,66.1,82.18,3.38,Untreated,EnviroCan,43.189882,-98.238024,2.11,Evening degree suddenly air data and probably.
SMP101345,Alberta,Reidburgh,2022-09-20,Coastal,Chlorine,2.16,15.85,False,8.33,12.6,44.06,913.78,4.14,Untreated,EnviroCan,59.147561,-63.375501,5.67,Fine economy stay experience forget central.
SMP101346,Alberta,East Laura,2024-09-11,River,Chlorine,37.7,19.89,True,7.67,20.5,44.31,1633.97,12.32,Treated,CleanH2O Org,44.880156,-128.97538,7.75,Generation truth law watch compare scene girl.
SMP101347,British Columbia,West Paulmouth,2024-12-22,River,Phosphate,8.45,4.97,True,8.3,14.7,18.94,1113.98,9.3,Untreated,HydroWatch,50.343169,-114.978166,2.68,Site face floor structure page through nearly create.
SMP101348,Alberta,Castilloberg,2023-04-10,Groundwater,Phosphate,12.68,15.92,False,8.88,19.4,57.43,1869.02,12.39,Partially Treated,CleanH2O Org,48.190939,-124.995577,0.15,Its total spend white manage dog.
SMP101349,Saskatchewan,Angelicabury,2024-01-05,River,Microplastics,21.21,17.02,True,6.38,15.5,48.26,1686.03,7.52,Partially Treated,EnviroCan,48.39941,-125.771835,7.19,Style may ball century.
SMP101350,Newfoundland and Labrador,Martinbury,2023-05-16,Lake,Lead,12.77,26.97,False,6.79,20.3,69.41,1241.49,13.74,Untreated,EnviroCan,48.191181,-82.814315,4.6,Suggest south ever seven offer.
SMP101351,Ontario,Brandonburgh,2024-01-18,River,Phosphate,9.01,27.36,False,6.7,8.4,63.29,1990.78,5.95,Partially Treated,HydroWatch,53.661473,-81.688786,8.19,Sing family impact lot different investment court.
SMP101352,Quebec,Thompsonburgh,2023-08-23,Lake,Pesticides,42.31,21.47,True,5.14,26.1,69.93,857.42,7.89,Partially Treated,CleanH2O Org,47.366684,-126.648873,3.73,Before analysis street certain record.
SMP101353,Quebec,North Carla,2024-07-21,Coastal,Microplastics,33.52,21.85,True,6.66,13.7,87.41,1899.97,12.51,Untreated,WaterSafe Canada,50.255915,-135.94127,3.7,Bar other middle page lot however bring now.
SMP101354,Manitoba,New Darrell,2024-08-12,Lake,Nitrate,0.98,5.4,False,7.27,4.1,23.92,1734.5,2.89,Partially Treated,EnviroCan,51.069077,-93.742797,0.33,World could ready scientist.
SMP101355,Quebec,Lake Gabrielamouth,2022-08-21,Lake,Lead,25.28,4.6,True,7.33,1.0,80.69,322.61,9.02,Treated,HydroWatch,47.948848,-99.865133,4.7,Type fear save market.
SMP101356,Newfoundland and Labrador,Deleonview,2024-09-28,Reservoir,Lead,5.73,27.35,False,8.11,3.1,57.44,418.59,7.22,Partially Treated,CleanH2O Org,43.42378,-80.681954,1.31,Back gun town trip commercial.
SMP101357,Nova Scotia,West Melanie,2022-07-17,River,Oil,0.7,3.45,False,7.75,14.6,52.3,1044.13,5.54,Partially Treated,CleanH2O Org,57.443834,-57.999131,7.27,Agree provide voice sort eat buy cell.
SMP101358,Nova Scotia,East Tina,2023-07-05,Coastal,Phosphate,38.54,1.09,True,6.78,12.1,39.17,412.99,13.62,Partially Treated,HydroWatch,43.948348,-79.015901,2.67,Truth range listen hotel child skill.
SMP101359,New Brunswick,South Nicholasview,2024-08-07,Coastal,Lead,45.07,9.65,True,6.53,21.5,54.01,292.7,9.72,Untreated,CleanH2O Org,53.942325,-136.272344,6.28,Across choose answer poor beat season.
SMP101360,Newfoundland and Labrador,Bartonshire,2024-08-23,River,Phosphate,35.81,2.76,True,7.88,7.2,79.04,893.52,11.97,Untreated,WaterSafe Canada,52.640645,-63.868462,3.29,Best city man hand garden them.
SMP101361,Manitoba,Hernandezbury,2023-02-07,Coastal,Pesticides,0.26,28.87,False,8.67,18.3,34.89,919.5,12.64,Untreated,WaterSafe Canada,47.335045,-100.521927,6.94,Sister production so peace stop meeting art.
SMP101362,Manitoba,South Christopher,2022-06-16,Groundwater,Nitrate,18.89,5.7,True,7.55,4.6,85.71,1077.42,7.11,Partially Treated,EnviroCan,59.733807,-126.740838,6.96,Under from federal practice apply live.
SMP101363,Newfoundland and Labrador,Lake Jasmineport,2023-04-20,River,Nitrate,14.59,3.66,True,7.44,25.1,13.64,897.93,4.63,Treated,EnviroCan,51.829372,-125.442109,4.72,Professor poor city return.
SMP101364,New Brunswick,Allenmouth,2022-06-28,Reservoir,Mercury,40.19,9.37,True,5.51,1.8,56.16,1511.96,12.83,Untreated,EnviroCan,49.722814,-115.468498,3.33,Success military house job drive especially during.
SMP101365,Prince Edward Island,Port Oscarside,2024-09-04,River,Nitrate,37.1,9.76,True,8.81,9.0,92.59,1398.9,12.4,Treated,CleanH2O Org,49.605122,-71.877604,3.1,Scene offer travel quickly above.
SMP101366,Ontario,Lake Joshua,2024-07-29,Groundwater,Nitrate,22.51,24.33,False,7.24,25.9,28.78,1350.28,7.13,Untreated,CleanH2O Org,49.548214,-108.963713,7.59,Job street imagine into for over hold.
SMP101367,Newfoundland and Labrador,Bartonberg,2023-05-30,River,Nitrate,12.29,21.74,False,6.06,15.3,97.97,649.52,13.57,Treated,WaterSafe Canada,53.810787,-106.511157,2.98,Produce same too describe write.
SMP101368,Alberta,Franklinland,2023-06-21,Lake,Nitrate,40.03,1.67,True,7.72,24.3,58.87,230.57,10.09,Treated,HydroWatch,50.089901,-53.502352,3.49,Music impact husband party ball close theory.
SMP101369,New Brunswick,South Annechester,2022-10-14,Lake,Oil,17.42,18.11,False,8.74,11.2,69.58,1453.08,11.11,Partially Treated,HydroWatch,47.97502,-61.744894,1.41,Human piece century commercial.
SMP101370,Prince Edward Island,North Zacharyfort,2025-03-07,Coastal,Oil,44.07,4.82,True,8.82,21.0,41.18,1995.53,5.74,Treated,EnviroCan,59.801688,-54.978654,3.63,Threat white officer our.
SMP101371,Manitoba,North Kristinberg,2025-04-09,Groundwater,Oil,27.0,12.81,True,7.73,21.1,51.38,1623.49,3.88,Untreated,EnviroCan,48.666368,-73.769473,8.52,Myself discuss charge form heart.
SMP101372,Saskatchewan,South Blaketon,2024-10-03,Groundwater,Microplastics,24.65,26.48,False,6.02,15.4,2.13,423.22,9.66,Partially Treated,EnviroCan,56.314509,-97.709448,4.58,They director understand.
SMP101373,Newfoundland and Labrador,Port David,2022-10-17,Coastal,Pathogens,43.51,15.69,True,6.71,19.9,47.26,1236.24,7.9,Untreated,CleanH2O Org,50.548098,-139.072682,3.76,Reflect wrong treat would team or.
SMP101374,Ontario,Jenniferside,2023-08-08,Groundwater,Chlorine,43.69,22.84,True,8.34,25.8,18.98,194.11,12.58,Untreated,HydroWatch,53.994761,-58.309939,9.99,Treatment resource wonder across always class face worry.
SMP101375,Nova Scotia,Terrichester,2023-08-13,Groundwater,Mercury,16.87,20.82,False,8.49,2.0,65.05,1909.31,9.09,Untreated,WaterSafe Canada,59.584789,-63.671088,2.0,Voice skin concern body single both former open.
SMP101376,Alberta,Ericton,2022-11-27,Lake,Nitrate,31.39,27.48,True,6.27,1.3,20.54,568.97,7.59,Treated,WaterSafe Canada,47.641314,-122.617989,7.08,Debate everything they form test age result.
SMP101377,Ontario,Port Krystal,2023-06-13,Lake,Mercury,1.92,1.43,True,5.74,12.5,41.54,621.14,13.9,Treated,WaterSafe Canada,52.594073,-62.59185,4.5,Drop eight today challenge paper himself coach.
SMP101378,Saskatchewan,Carlshire,2023-07-11,River,Microplastics,4.48,4.85,False,8.13,1.2,92.85,1650.43,4.74,Treated,HydroWatch,56.491342,-130.908497,7.97,Outside item manage wish card industry.
SMP101379,Quebec,Wiseton,2022-12-28,Reservoir,Pathogens,38.26,14.96,True,5.32,9.5,66.42,868.41,6.99,Partially Treated,EnviroCan,51.80623,-98.286458,2.92,Pressure day action low throw.
SMP101380,New Brunswick,Bookerview,2022-05-18,River,Oil,34.6,20.91,True,8.07,26.3,44.87,126.8,13.84,Treated,HydroWatch,52.780002,-69.743836,4.72,Myself guess add authority staff outside site put.
SMP101381,Ontario,Saundersshire,2024-10-02,Groundwater,Pathogens,14.93,1.75,True,8.46,7.5,54.59,1328.84,6.81,Untreated,CleanH2O Org,46.945382,-136.409492,9.37,Down trip mouth difficult.
SMP101382,Quebec,Bradleymouth,2023-07-23,Reservoir,Chlorine,0.49,29.51,False,6.44,27.6,70.44,1058.28,2.89,Untreated,CleanH2O Org,44.765201,-87.099825,0.73,Teach see their hear who rise.
SMP101383,Saskatchewan,East Charlesland,2024-11-06,Reservoir,Oil,41.54,14.82,True,6.49,23.8,29.05,223.39,8.77,Partially Treated,WaterSafe Canada,54.440745,-86.917043,6.74,Travel child stand pick away.
SMP101384,Alberta,Hendersontown,2023-06-12,Lake,Mercury,30.33,7.78,True,8.53,1.3,2.55,573.49,6.17,Treated,WaterSafe Canada,48.292347,-57.138946,1.85,Create well wish company.
SMP101385,Ontario,Angieburgh,2025-01-14,Lake,Chlorine,30.26,23.36,True,8.1,23.9,22.29,1419.04,7.5,Partially Treated,HydroWatch,47.568916,-113.144724,1.43,Single argue movement matter onto.
SMP101386,Manitoba,Barkerbury,2024-01-29,Groundwater,Nitrate,29.11,3.77,True,8.47,18.8,80.69,195.42,13.81,Untreated,EnviroCan,48.699291,-79.158757,3.43,Senior student look live floor public between.
SMP101387,Manitoba,Josephberg,2023-04-09,Reservoir,Pesticides,0.92,3.39,False,8.05,17.6,78.18,743.71,6.02,Untreated,HydroWatch,43.342936,-52.655044,9.43,Sea time according top site life.
SMP101388,British Columbia,East Jacqueline,2023-11-27,Coastal,Mercury,33.01,12.28,True,6.26,9.3,16.57,1019.58,8.17,Untreated,WaterSafe Canada,51.038235,-128.51483,8.75,Car place big.
SMP101389,New Brunswick,Gillfurt,2024-11-19,Groundwater,Oil,30.92,7.37,True,6.52,21.9,26.67,56.4,11.1,Partially Treated,CleanH2O Org,58.461466,-75.057094,6.45,Agreement shake eye national wind provide finish.
SMP101390,Ontario,Huffchester,2022-08-18,Reservoir,Chlorine,6.88,15.74,False,5.6,27.1,10.39,415.77,6.66,Partially Treated,HydroWatch,45.127233,-127.311967,4.41,Structure sign view perhaps special.
SMP101391,British Columbia,Shellymouth,2024-06-13,Coastal,Nitrate,6.52,22.56,False,5.5,6.4,54.11,1506.65,3.78,Treated,EnviroCan,51.94994,-85.040941,9.85,Final indicate financial add.
SMP101392,Ontario,Port Bryan,2022-07-19,Groundwater,Oil,7.39,0.77,True,5.51,14.7,62.87,612.93,4.56,Untreated,WaterSafe Canada,43.434729,-138.802865,0.18,Fire son agree lay letter.
SMP101393,Ontario,Marshallport,2022-09-14,River,Pathogens,42.7,25.71,True,8.52,14.5,75.57,1189.32,6.64,Treated,CleanH2O Org,46.416953,-96.44209,6.87,Item assume policy decade fish poor expert fly.
SMP101394,Nova Scotia,Colleenland,2022-10-01,Coastal,Lead,41.26,23.41,True,8.54,1.1,69.33,1566.58,13.02,Partially Treated,HydroWatch,51.59568,-96.395769,1.52,Station red with along couple picture.
SMP101395,Manitoba,South Aaronfort,2024-09-24,Lake,Microplastics,45.27,22.99,True,7.44,10.5,18.55,529.67,3.85,Treated,WaterSafe Canada,48.112458,-80.01929,3.88,Them up report write foreign.
SMP101396,Newfoundland and Labrador,Moniqueborough,2024-06-04,Coastal,Nitrate,39.28,3.53,True,7.86,1.1,9.4,572.15,2.72,Untreated,CleanH2O Org,47.90369,-86.399984,8.53,Argue report group actually particular represent majority.
SMP101397,British Columbia,East Stacyland,2024-05-25,Coastal,Phosphate,11.54,12.82,False,5.59,27.2,94.88,461.28,4.61,Partially Treated,WaterSafe Canada,43.034375,-73.226492,1.96,Beautiful although thousand decide they table team.
SMP101398,Ontario,Raymondberg,2024-04-13,Reservoir,Pathogens,27.47,7.83,True,5.56,3.7,84.7,405.78,3.49,Treated,EnviroCan,54.913034,-136.899724,7.18,Raise reduce continue number allow leave.
SMP101399,Ontario,North Theodore,2022-11-10,Lake,Pesticides,11.71,14.8,False,8.5,24.5,79.81,1065.87,3.68,Partially Treated,WaterSafe Canada,44.636408,-120.807008,5.75,Reason firm give into send American worry.
SMP101400,Saskatchewan,East Amber,2022-10-02,Lake,Lead,8.74,11.03,False,6.56,25.9,25.36,209.83,2.25,Untreated,EnviroCan,48.772091,-84.319856,1.36,Appear perform choose business yeah seem.
SMP101401,Prince Edward Island,North Amberton,2023-03-29,Groundwater,Oil,30.82,1.93,True,5.82,10.4,91.24,111.77,13.74,Treated,HydroWatch,55.84082,-107.360013,7.71,Level not coach case guy learn.
SMP101402,New Brunswick,Hallchester,2024-10-12,Reservoir,Oil,12.11,21.65,False,5.47,9.7,21.31,1067.4,3.59,Treated,WaterSafe Canada,59.928139,-59.229828,5.52,Create space man debate window western.
SMP101403,Prince Edward Island,North Amyside,2024-11-12,River,Microplastics,33.49,7.88,True,7.97,2.0,62.09,668.06,2.49,Treated,HydroWatch,46.545545,-104.010964,2.41,Wonder travel begin strategy.
SMP101404,Quebec,East Shane,2025-04-24,Groundwater,Pathogens,17.5,11.67,True,6.0,7.3,68.28,1745.66,10.53,Untreated,CleanH2O Org,43.240022,-74.399373,7.04,Mention these machine ability.
SMP101405,Alberta,East Nichole,2022-10-27,Lake,Chlorine,28.99,19.03,True,6.47,1.7,49.2,1102.03,9.14,Partially Treated,EnviroCan,58.923572,-100.141859,7.26,Peace sea population.
SMP101406,Nova Scotia,Mcdonaldchester,2023-12-28,Coastal,Chlorine,8.07,27.97,False,7.35,7.8,75.73,222.32,11.51,Partially Treated,EnviroCan,54.148439,-108.945084,6.85,Data you hear structure.
SMP101407,Newfoundland and Labrador,South Jose,2025-04-10,River,Microplastics,47.32,10.03,True,5.03,21.9,81.55,719.3,8.18,Untreated,EnviroCan,43.006246,-139.72682,0.44,Congress drive bit piece current inside six.
SMP101408,Quebec,New Andrea,2022-12-25,Lake,Phosphate,40.35,29.54,True,8.4,23.0,92.0,1872.96,9.66,Treated,HydroWatch,52.656264,-120.912898,5.23,Evidence author sometimes serious note.
SMP101409,Quebec,Carlosport,2022-07-03,Coastal,Pathogens,38.27,17.43,True,5.22,27.8,93.88,1100.28,7.75,Untreated,WaterSafe Canada,54.573268,-117.068194,1.76,Performance physical item although million everyone.
SMP101410,Saskatchewan,Jamesfort,2022-07-24,Reservoir,Lead,39.93,10.51,True,5.03,6.2,9.62,1326.03,7.83,Treated,HydroWatch,51.494136,-57.085823,1.89,Word plan director.
SMP101411,Alberta,West Christina,2025-01-23,Groundwater,Microplastics,25.11,19.74,True,6.71,25.4,8.22,1192.3,2.93,Partially Treated,CleanH2O Org,52.948918,-100.358191,9.11,Affect once buy stock east ready.
SMP101412,Saskatchewan,Johnborough,2023-04-15,Reservoir,Nitrate,30.97,10.13,True,5.12,7.7,20.54,837.6,12.9,Untreated,WaterSafe Canada,47.626138,-117.803167,8.17,Kid at structure foot Republican degree.
